,Scientific Name,Common Name,Duration,Habit,Sun,Water
1588,Melampyrum lineare,"Narrowleaf Cow-wheat, Narrow-leaved Cow-wheat, Cow Wheat",Annual,Herb,,"Moist, Dry"
1589,Melochia pyramidata,"Pyramidflower, Broom-wood, Pyramid Flower",Annual,"Herb, Subshrub, Shrub",,
1590,Melothria pendula,"Guadeloupe Cucumber, Meloncito, Speckled Gourd",Perennial,Vine,,
1591,Menispermum canadense,Common Moonseed,Perennial,Vine,"Sun, Shade, Part-shade",Moist
1592,Mentha arvensis,Wild Mint,Perennial,Herb,Part-shade,"Wet, Moist"
1593,Menyanthes trifoliata,"Buckbean, Buck-bean",Perennial,Herb,"Sun, Part-shade",Wet
1594,Menziesia ferruginea,"Rusty Menziesia, Fool's Huckleberry",Perennial,Shrub,"Sun, Shade, Part-shade",Moist
1595,Menziesia pilosa,Minniebush,Perennial,Shrub,,
1596,Merremia dissecta,"Alamo Vine, Noyau Vine, Correhuela De Las Doce",Perennial,Vine,"Sun, Part-shade","Moist, Dry"
1597,Mertensia ciliata,"Tall Fringed Bluebells, Tall Fringe Bluebells, Mountain Bluebells",Perennial,Herb,Part-shade,Wet
1598,Mertensia franciscana,"Franciscan Bluebells, Franciscan Lungwort",Perennial,Herb,Part-shade,Moist
1599,Mertensia maritima,"Oysterleaf, Sea Lungwort",Perennial,Herb,,
1600,Mertensia oblongifolia,Oblongleaf Bluebells,Annual,Herb,,
1601,Mertensia paniculata,"Tall Bluebells, Tall Lungwort",Perennial,Subshrub,Shade,Moist
1602,Mertensia virginica,Virginia Bluebells,Perennial,Herb,"Shade, Part-shade",Moist
1603,Metopium toxiferum,"Florida Poisontree, Poisonwood",Perennial,Tree,,
1604,Microseris laciniata,Cutleaf Silverpuffs,Perennial,Herb,,
1605,Mikania scandens,"Climbing Hempvine, Climbing Hempweed",Perennial,Vine,Shade,Wet
1606,Milium effusum,American Milletgrass,Perennial,Grass/Grass-like,,
1607,Mimetanthe pilosa,False Monkeyflower,Annual,Herb,,
1608,Mimosa strigillosa,"Powderpuff, Sunshine Mimosa, Sensitive Plant",Perennial,Shrub,,"Moist, Dry"
1609,Mimulus alatus,"Sharpwing Monkeyflower, Sharp-winged Monkeyflower",Perennial,Herb,,
1610,Mimulus ringens,"Allegheny Monkeyflower, Square-stemmed Monkeyflower, Square-stem Monkeyflower",Perennial,Herb,Sun,"Wet, Moist"
1611,Minuartia obtusiloba,"Twinflower Sandwort, Alpine Stitchwort, Cushion Sandwort",Perennial,Herb,Sun,Dry
1612,Minuartia rubella,Beautiful Sandwort,Perennial,Herb,,
1613,Mirabilis nyctaginea,Heartleaf Four O'Clock,Perennial,Herb,"Sun, Part-shade",Dry
1614,Mitchella repens,"Partridgeberry, Twinberry, Running Box, Pigeon Plum",Perennial,Herb,"Shade, Part-shade","Moist, Dry"
1615,Mitella breweri,Brewer's Miterwort,Perennial,Herb,Shade,Moist
1616,Mitella diphylla,"Twoleaf Miterwort, Miterwort",Perennial,Herb,Shade,Moist
1617,Mitella nuda,Naked Miterwort,Perennial,Herb,Shade,Moist
1618,Mitella ovalis,Coastal Miterwort,Perennial,Herb,,
1619,Mitella pentandra,"Fivestamen Miterwort, Miterwort",Perennial,Herb,Part-shade,Moist
1620,Mitella stauropetala,Smallflower Miterwort,Perennial,Herb,,
1621,Mitreola petiolata,Lax Hornpod,Annual,Herb,,
1622,Moehringia lateriflora,Bluntleaf Sandwort,Perennial,Herb,,
1623,Mollugo verticillata,Green Carpetweed,Annual,Herb,,
1624,Monarda clinopodia,White Bergamot,Perennial,Herb,,
1625,Monarda didyma,"Scarlet Beebalm, Oswego Tea, Red Bergamot",Perennial,Herb,"Sun, Part-shade","Wet, Moist"
1626,Monarda fistulosa,"Wild Bergamot, Beebalm",Perennial,Herb,"Sun, Part-shade","Moist, Dry"
1627,Monarda punctata,"Spotted Beebalm, Spotted Horsemint, Horsemint",Perennial,Herb,Sun,Dry
1628,Monardella linoides,Flaxleaf Monardella,Perennial,"Herb, Subshrub",,
1629,Monardella odoratissima,"Mountain Monardella, Alpine Mountainbalm, Coyote Mint, Mountain Pennyroyal",Perennial,Herb,Part-shade,
1630,Moneses uniflora,"Single Delight, Shy Maiden, Wood Nymph, St. Olaf's Candlestick, One-flowered Wintergreen",Perennial,Herb,"Sun, Shade, Part-shade",Dry
1631,Monotropa uniflora,"Indianpipe, Indian Pipe",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1632,Montia chamissoi,Water Minerslettuce,Perennial,Herb,Sun,"Wet, Moist"
1633,Montia fontana,Annual Water Minerslettuce,Annual,Herb,,
1634,Montia parvifolia,Littleleaf Minerslettuce,Perennial,Herb,,
1635,Morella californica,"Pacific Wax Myrtle, California Wax Myrtle, Pacific Bayberry, California Bayberry",Perennial,Shrub,"Sun, Part-shade",
1636,Morella caroliniensis,"Southern Bayberry, Swamp Bayberry, Swamp Candleberry",Perennial,Shrub,Sun,Wet
1637,Morella cerifera,"Wax Myrtle , Southern Wax Myrtle, Southern Bayberry, Eastern Bayberry, Bayberry, Candleberry, Tallow Shrub",Perennial,Shrub,"Sun, Part-shade","Wet, Moist"
1638,Morella pensylvanica,"Northern Bayberry, Candleberry",Perennial,Shrub,Part-shade,Moist
1639,Morus microphylla,"Texas Mulberry, Littleleaf Mulberry, Mountain Mulberry, Mexican Mulberry, Dwarf Mulberry",Perennial,Tree,Part-shade,Dry
1640,Morus rubra,"Red Mulberry, Moral",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
1641,Muhlenbergia capillaris,"Gulf Muhly, Hair-awn Muhly, Hairy-awn Muhly, Hair Grass, Pink Muhly",Perennial,Grass/Grass-like,Sun,"Moist, Dry"
1642,Muhlenbergia frondosa,Wirestem Muhly,Perennial,Grass/Grass-like,Part-shade,
1643,Muhlenbergia glomerata,Spiked Muhly,Perennial,Grass/Grass-like,Part-shade,
1644,Muhlenbergia lindheimeri,"Lindheimer's Muhly, Lindheimer Muhly, Big Muhly, Blue Muhly",Perennial,Grass/Grass-like,Sun,"Moist, Dry"
1645,Muhlenbergia mexicana,"Mexican Muhly, Leafy Satingrass, Wirestem Muhly",Perennial,Grass/Grass-like,Sun,Moist
1646,Muhlenbergia montana,Mountain Muhly,Perennial,Grass/Grass-like,Part-shade,Dry
1647,Muhlenbergia racemosa,Marsh Muhly,Perennial,Grass/Grass-like,Part-shade,
1648,Muhlenbergia reverchonii,Seep Muhly,Perennial,Grass/Grass-like,Sun,"Moist, Dry"
1649,Muhlenbergia richardsonis,Mat Muhly,Perennial,Grass/Grass-like,Sun,
1650,Muhlenbergia rigens,"Deergrass, Meadow Muhly, Deer Muhly",Perennial,Grass/Grass-like,Sun,Moist
1651,Muhlenbergia schreberi,Nimblewill,Perennial,Grass/Grass-like,"Shade, Part-shade",Moist
1652,Muhlenbergia sylvatica,Woodland Muhly,Perennial,Grass/Grass-like,Part-shade,
1653,Muhlenbergia torreyana,New Jersey Muhly,Perennial,Grass/Grass-like,,
1654,Muhlenbergia uniflora,Bog Muhly,Perennial,Grass/Grass-like,Sun,
1655,Muhlenbergia utilis,"Aparejo Grass, Aparejo Muhly",Perennial,Grass/Grass-like,,
1656,Muhlenbergia wrightii,Spike Muhly,Perennial,Grass/Grass-like,Sun,
1657,Myosotis laxa,Bay Forget-me-not,Annual,Herb,,
1658,Myosotis macrosperma,Largeseed Forget-me-not,Annual,Herb,"Sun, Shade, Part-shade","Moist, Dry"
1659,Myosotis verna,Spring Forget-me-not,Annual,Herb,,
1660,Myrica gale,Sweetgale,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
1661,Myriophyllum alterniflorum,Alternateflower Watermilfoil,Perennial,Herb,,
1662,Myriophyllum farwellii,Farwell's Watermilfoil,Perennial,Herb,,
1663,Myriophyllum heterophyllum,Twoleaf Watermilfoil,Perennial,Herb,,
1664,Myriophyllum humile,Low Watermilfoil,Perennial,Herb,,
1665,Myriophyllum quitense,Andean Watermilfoil,Perennial,Herb,"Sun, Shade, Part-shade",Wet
1666,Myriophyllum sibiricum,Shortspike Watermilfoil,Perennial,Herb,,
1667,Myriophyllum tenellum,Slender Watermilfoil,Perennial,Herb,,
1668,Myriophyllum verticillatum,Whorl-leaf Watermilfoil,Perennial,Herb,,
1669,Myrsine cubana,"Guianese Colicwood, Rapanea",Perennial,Shrub,Part-shade,
1670,Najas flexilis,Nodding Waternymph,Annual,Herb,Part-shade,
1671,Najas gracillima,Slender Waternymph,Annual,Herb,"Sun, Shade, Part-shade","Wet, Moist"
1672,Najas guadalupensis,"Common Water Nymph, Southern Water Nymph, Najas",Annual,Herb,Sun,Wet
1673,Nama jamaicense,"Jamaicanweed, Jamaican Weed, Fiddleleaf Nama",Annual,Herb,,
1674,Nama torynophyllum,Matted Fiddleleaf,Annual,Herb,,
1675,Napaea dioica,Glade Mallow,Perennial,Herb,Part-shade,Wet
1676,Narthecium americanum,Yellow Asphodel,Perennial,Herb,,
1677,Narthecium californicum,California Bog Asphodel,Perennial,Herb,,
1678,Nekemias arborea,Peppervine,Perennial,"Shrub, Vine","Sun, Part-shade",Moist
1679,Nelumbo lutea,"American Lotus, Yellow Water Lotus, Yellow Lotus",Perennial,Herb,Sun,Wet
1680,Nephrolepis exaltata,Boston Swordfern,Perennial,Fern,,
1681,Neptunia lutea,"Yellow Sensitive Briar, Yellow Puff",Perennial,Shrub,Sun,
1682,Neptunia pubescens,Tropical Puff,Perennial,Herb,,
1683,Neptunia pubescens var. microcarpa,Tropical Puff,Perennial,Herb,,
1684,Nicotiana attenuata,Coyote Tobacco,Annual,Herb,,
1685,Nicotiana obtusifolia,"Desert Tobacco, Little Tobacco, Tabaquillo, Punche","Annual, Biennial, Perennial",Herb,Sun,Dry
1686,Nicotiana repanda,"Fiddleleaf Tobacco, Fiddle-leaf Tobacco",Annual,Herb,,
1687,Nothoscordum bivalve,"Crowpoison, False Garlic, Crow Poison",Perennial,Herb,Sun,
1688,Nuphar lutea ssp. advena,"Common Spatterdock, Spatterdock, Yellow Cow-lily, Cow-lily, Yellow Pond-lily, Brandy-bottle",Perennial,Herb,Sun,Wet
1689,Nuphar lutea ssp. polysepala,"Rocky Mountain Pond Lily, Pond Lily, Pond-lily",Perennial,Herb,Sun,Wet
1690,Nuphar lutea ssp. pumila,Yellow Pond-lily,Perennial,Herb,,
1691,Nuphar lutea ssp. variegata,"Varigated Yellow Pond-lily, Spatterdock",Perennial,Herb,,
1692,Nymphaea mexicana,"Yellow Waterlily, Yellow Water-lily, Banana Lily, Banana Waterlily, Sun Lotus",Perennial,Herb,Sun,Wet
1693,Nymphaea odorata,"American White Water-lily, Fragrant White Water-lily, Fragrant Water-lily, White Water-lily, Sweet-scented White Water-lily, Sweet-scented Water-lily, Beaver Root",Perennial,Herb,"Sun, Shade, Part-shade",Wet
1694,Nymphaea tetragona,"Pygmy Waterlily, Small White Water Lily",Perennial,Herb,,
1695,Nymphoides aquatica,"Big Floatingheart, Floating Hearts",Perennial,Herb,Part-shade,Wet
1696,Nymphoides cordata,Little Floatingheart,Perennial,Herb,,Wet
1697,Nyssa aquatica,"Water Tupelo, Blackgum, Sourgum, Cotton Gum, Swamp Tupelo, Water Gum",Perennial,Tree,Sun,Wet
1698,Nyssa biflora,"Swamp Tupelo, Swamp Blackgum",Perennial,Tree,,
1699,Nyssa ogeche,"Ogeechee Tupelo, Ogeechee Lime",Perennial,Tree,Part-shade,Wet
1700,Nyssa sylvatica,"Tupelo, Blackgum, Black Tupelo, Sourgum, Pepperidge, Tupelo Gum, Beetlebung",Perennial,Tree,"Sun, Shade, Part-shade",Moist
1701,Oclemena acuminata,Whorled Wood Aster,Perennial,Herb,"Sun, Shade, Part-shade",Dry
1702,Oclemena nemoralis,Bog Aster,Perennial,Herb,,
1703,Oclemena reticulata,"Pine Barren Whitetop Aster, White-top Aster",Perennial,Herb,,
1704,Oemleria cerasiformis,"Indian Plum, Oso-berry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
1705,Oenanthe sarmentosa,"Water Parsely, Water Parsley",Perennial,Herb,,
1706,Oenothera biennis,"Common Evening-primrose, King's Cure-all, Common Evening Primrose",Biennial,Herb,"Sun, Shade, Part-shade",Dry
1707,Oenothera canescens,Spotted Evening-primrose,Perennial,Herb,,
1708,Oenothera elata,"Hooker's Evening-primrose, Hooker's Evening Primrose",Biennial,Herb,Sun,
1709,Oenothera flava,"Yellow Evening-primrose, Long-tube Evening-primrose, Shortfin Evening-primrose, Yellow Evening Primrose",Perennial,Herb,Sun,
1710,Oenothera fruticosa,"Narrowleaf Evening-primrose, Narrow-leaf Evening-primrose, Sundrops, Narrowleaf Evening Primrose",Perennial,Herb,Sun,Moist
1711,Oenothera jamesii,"Trumpet Evening-primrose, Trumpet Evening Primrose, River Primrose",Biennial,Herb,Sun,Wet
1712,Oenothera kunthiana,Kunth's Evening-primrose,Annual,Herb,,
1713,Oenothera laciniata,"Cutleaf Evening-primrose, Cut-leaved Evening Primrose",Annual,Herb,Part-shade,
1714,Oenothera parviflora,Northern Evening-primrose,Biennial,Herb,Sun,Dry
1715,Oenothera perennis,"Little Evening-primrose, Sundrops",Perennial,Herb,Sun,Moist
1716,Oenothera pilosella,Meadow Evening-primrose,Perennial,Herb,,
1717,Oenothera rhombipetala,"Fourpoint Evening-primrose, Four-point Evening Primrose, Diamond Petal Primrose, Greater Four-point Evening-primrose",Annual,Herb,"Sun, Part-shade",Dry
1718,Oenothera tetraptera,Fourwing Evening Primrose,Annual,Herb,,
1719,Oenothera villosa,Hairy Evening Primrose,"Biennial, Perennial",Herb,,
1720,Oligoneuron houghtonii,Houghton's Goldenrod,Perennial,Herb,Sun,Moist
1721,Oligoneuron ohioense,Ohio Goldenrod,Perennial,Herb,"Sun, Shade, Part-shade",
1722,Oligoneuron riddellii,Riddell's Goldenrod,Perennial,Herb,Sun,Moist
1723,Oligoneuron rigidum var. rigidum,Stiff Goldenrod,Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
1724,Olsynium douglasii,"Douglas' Grasswidow, Grass Widow, Satin Flower",Perennial,Herb,,
1725,Onoclea sensibilis,"Sensitive Fern, Bead Fern, Sympathy Fern",Perennial,"Herb, Fern","Shade, Part-shade","Wet, Moist"
1726,Ophioglossum crotalophoroides,Bulbous Adder's-tongue,Perennial,"Herb, Fern",,
1727,Ophioglossum pusillum,Northern Adder's-tongue,Perennial,"Herb, Fern",,"Wet, Moist"
1728,Oplopanax horridus,"Devil's Club, Devilsclub",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
1729,Orbexilum pedunculatum,Sampson's Snakeroot,Perennial,Herb,Part-shade,
1730,Orobanche uniflora,"One-flowered Broomrape, One-flower Cancer Root",Annual,Herb,,
1731,Orontium aquaticum,"Goldenclub, Neverwet",Perennial,Herb,Part-shade,Wet
1732,Orthilia secunda,"Sidebells Wintergreen, One-sided Wintergreen",Perennial,Subshrub,,
1733,Orthocarpus luteus,Yellow Owl's-clover,Annual,Herb,Sun,
1734,Osmanthus americanus,"American Olive, Devilwood, Wild Olive",Perennial,Tree,Part-shade,Moist
1735,Osmorhiza berteroi,"Sweetcicely, Mountain Sweet-cicely",Perennial,Herb,Part-shade,Moist
1736,Osmorhiza claytonii,"Clayton's Sweetroot, Hairy Sweet-cicely, Sweet Jarvil",Perennial,Herb,Shade,Moist
1737,Osmorhiza longistylis,"Longstyle Sweetroot, Aniseroot, Sweet-cicely, Wild Licorice",Perennial,Herb,Shade,Moist
1738,Osmunda claytoniana,Interrupted Fern,Perennial,"Herb, Fern",Shade,Moist
1739,Osmunda regalis var. spectabilis,Royal Fern,Perennial,"Herb, Fern","Shade, Part-shade",Wet
1740,Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Perennial,Tree,"Sun, Shade, Part-shade","Moist, Dry"
1741,Oxalis dillenii,"Slender Yellow Wood Sorrel, Yellow Wood Sorrel, Yellow Woodsorrel",Perennial,Herb,,
1742,Oxalis montana,"Mountain Woodsorrel, Northern Wood Sorrel",Perennial,Herb,Part-shade,Moist
1743,Oxalis oregana,"Redwood-sorrel, Oregon Wood Sorrel, Oregon Woodsorrel",Perennial,Herb,Shade,Moist
1744,Oxalis stricta,"Common Yellow Oxalis, Yellow Wood-sorrel, Upright Yellow Wood-sorrel, Yellow Woodsorrel",Perennial,Herb,Sun,Dry
1745,Oxydendrum arboreum,"Sourwood, Sorrel Tree",Perennial,Tree,Part-shade,
1746,Oxypolis filiformis,Water Cowbane,Perennial,Herb,,
1747,Oxypolis rigidior,Stiff Cowbane,Perennial,Herb,Part-shade,Wet
1748,Oxyria digyna,"Alpine Mountainsorrel, Mountain Sorrel",Perennial,Herb,Part-shade,
1749,Oxytropis deflexa,Nodding Locoweed,Perennial,Herb,,
1750,Oxytropis lambertii,Purple Locoweed,Perennial,Herb,Sun,
1751,Oxytropis oreophila,Mountain Oxytrope,Perennial,Herb,,
1752,Oxytropis splendens,Showy Locoweed,Perennial,Herb,Sun,Dry
1753,Packera anonyma,Small's Ragwort,Perennial,Herb,,
1754,Packera aurea,"Golden Groundsel, Golden Ragwort, Butterweed",Perennial,Herb,"Sun, Shade, Part-shade",Moist
1755,Packera glabella,"Butterweed, Cress-leaf Groundsel, Yellowtop",Annual,Herb,"Sun, Part-shade",Moist
1756,Packera hartiana,Hart's Ragwort,Perennial,Herb,,
1757,Packera indecora,Elegant Groundsel,Perennial,Herb,,
1758,Packera macounii,Siskiyou Mountain Ragwort,Perennial,Herb,,
1759,Packera multilobata,Lobeleaf Groundsel,Annual,Herb,,
1760,Packera obovata,"Golden Groundsel, Roundleaf Groundsel, Roundleaf Ragwort",Perennial,Herb,"Shade, Part-shade",Moist
1761,Packera paupercula,"Balsam Groundsel, Northern Ragwort",Perennial,Herb,Part-shade,
1762,Packera plattensis,"Prairie Groundsel, Prairie Ragwort",Biennial,Herb,"Sun, Shade, Part-shade",Dry
1763,Packera pseudaurea,False Gold Groundsel,Perennial,Herb,,
1764,Packera schweinitziana,Schweinitz's Ragwort,Perennial,Herb,,
1765,Packera tampicana,"Yellowtop, Great Plains Ragwort, Butterweed",Annual,Herb,,
1766,Packera tomentosa,Woolly Ragwort,Perennial,Herb,,
1767,Panicum amarum,"Bitter Panicgrass, Beachgrass, Coastal Panic Grass",Perennial,Grass/Grass-like,Sun,Moist
1768,Panicum capillare,Witchgrass,Annual,Grass/Grass-like,,
1769,Panicum dichotomiflorum,"Fall Panicgrass, Fall Panic Grass",Annual,Grass/Grass-like,Sun,
1770,Panicum diffusum,"Spreading Witchgrass, West Indian Panicgrass, West Indian Panic Grass",Perennial,Grass/Grass-like,,
1771,Panicum hallii,"Hall's Panicgrass, Hall's Panic Grass",Perennial,Grass/Grass-like,,
1772,Panicum obtusum,Vine Mesquite,Perennial,Grass/Grass-like,Part-shade,
1773,Panicum philadelphicum,"Philadelphia Panicgrass, Philadelphia Panic Grass",Annual,Grass/Grass-like,,
1774,Panicum rigidulum,"Redtop Panicgrass, Redtop Panic Grass",Perennial,Grass/Grass-like,Sun,
1775,Panicum virgatum,"Switchgrass, Wand Panic Grass",Perennial,Grass/Grass-like,"Sun, Part-shade","Moist, Dry"
1776,Papaver walpolei,Walpole's Poppy,Perennial,Herb,,
1777,Parietaria floridana,Florida Pellitory,Annual,Herb,,
1778,Parietaria pensylvanica,"Pennsylvania Pellitory, Pennsylvania Cucumber Plant",Annual,Herb,,
1779,Parkinsonia aculeata,"Retama, Paloverde, Mexican Paloverde, Jerusalem Thorn, Horsebean, Lluvia De Oro",Perennial,Tree,Sun,"Moist, Dry"
1780,Parnassia fimbriata,"Fringed Grass Of Parnassus, Fringed Parnassia",Perennial,Herb,Part-shade,
1781,Parnassia glauca,"Fen Grass Of Parnassus, Grass-of-parnassus",Perennial,Herb,Part-shade,Wet
1782,Parnassia kotzebuei,Kotzebue's Grass Of Parnassus,Perennial,Herb,,
1783,Parnassia palustris,Marsh Grass Of Parnassus,Perennial,Herb,Sun,
1784,Parnassia palustris var. parviflora,Smallflower Grass Of Parnassus,Perennial,Herb,,
1785,Parthenocissus quinquefolia,Virginia Creeper,Perennial,Vine,"Sun, Shade, Part-shade",Moist
1786,Pascopyrum smithii,Western Wheatgrass,Perennial,Grass/Grass-like,"Sun, Part-shade",Moist
1787,Paspalidium geminatum,Egyptian Panicgrass,Perennial,Grass/Grass-like,,
1788,Paspalum distichum,Knotgrass,Perennial,Grass/Grass-like,Sun,
1789,Paspalum floridanum,Florida Paspalum,Perennial,Grass/Grass-like,Part-shade,Moist
1790,Paspalum monostachyum,Gulfdune Paspalum,Perennial,Grass/Grass-like,Sun,Dry
1791,Paspalum plicatulum,"Brownseed Paspalum, Brownseed Paspale",Perennial,Grass/Grass-like,Part-shade,Moist
1792,Paspalum pubiflorum,Hairyseed Paspalum,Perennial,Grass/Grass-like,,
1793,Paspalum setaceum,Thin Paspalum,Perennial,Grass/Grass-like,,
1794,Passiflora foetida,"Corona De Cristo, Fetid Passionflower",Perennial,Vine,"Sun, Part-shade",Dry
1795,Passiflora suberosa,Corkstem Passionflower,Perennial,"Herb, Vine","Sun, Part-shade","Moist, Dry"
1796,Paxistima myrsinites,"Oregon Boxleaf, Myrtle Boxwood, Mountain Lover",Perennial,Shrub,"Sun, Shade, Part-shade",Dry
1797,Pedicularis attollens,Little Elephantshead,Perennial,Herb,,
1798,Pedicularis canadensis,"Canadian Lousewort, Wood Betony",Perennial,Herb,Shade,
1799,Pedicularis capitata,Capitate Lousewort,Perennial,Herb,,
1800,Pedicularis contorta,Coiled Lousewort,Perennial,Herb,,
1801,Pedicularis furbishiae,"Furbish's Lousewort, St. Johns River Lousewort",Perennial,Herb,Shade,
1802,Pedicularis groenlandica,Elephanthead Lousewort,Perennial,Herb,Sun,Moist
1803,Pedicularis labradorica,Labrador Lousewort,Annual,Herb,,
1804,Pedicularis lanata,Woolly Lousewort,Perennial,Herb,,
1805,Pedicularis lanceolata,Swamp Lousewort,Perennial,Herb,,
1806,Pedicularis lapponica,Lapland Lousewort,Perennial,Herb,,
1807,Pedicularis parryi,Parry's Lousewort,Perennial,Herb,,
1808,Pedicularis procera,Giant Lousewort,Perennial,Herb,,
1809,Pedicularis sudetica ssp. scopulorum,Sudetic Lousewort,Perennial,Herb,,
1810,Pedicularis verticillata,Whorled Lousewort,Perennial,Herb,Sun,Moist
1811,Pellaea ternifolia,Trans-pecos Cliffbrake,Perennial,"Herb, Fern",,
1812,Peltandra sagittifolia,"White Arrow Arum, White Arum, Spoonflower",Perennial,Herb,,
1813,Peltandra virginica,"Tuckahoe, Green Arrow Arum, Arrow Arum, Green Arum",Perennial,Herb,Part-shade,Wet
1814,Penstemon alluviorum,"Lowland Penstemon, Lowland Beardtongue",Perennial,Herb,,
1815,Penstemon attenuatus,"Sulphur Penstemon, Sulphur Beardtongue",Perennial,"Herb, Subshrub",,
1816,Penstemon australis,"Eustis Lake Penstemon, Eustis Lake Beardtongue, Slender Penstemon, Slender Beardtongue",Perennial,Herb,Part-shade,Dry
1817,Penstemon baccharifolius,"Rock Penstemon, Rock Beardtongue, Cut-leaf Penstemon, Cut-leaf Beardtongue, Baccharis-leaf Penstemon, Baccharis-leaf Beardtongue",Perennial,Shrub,"Sun, Part-shade",Dry
1818,Penstemon calycosus,"Long-sepal Penstemon, Long-sepal Beardtongue",Perennial,Herb,,
1819,Penstemon digitalis,"Mississippi Penstemon, Mississippi Beardtongue, Smooth White Penstemon, Smooth White Beardtongue, Talus Slope Penstemon, Talus Slope Beardtongue, Foxglove Penstemon, Foxglove Beardtongue",Perennial,Herb,"Sun, Part-shade","Wet, Moist, Dry"
1820,Penstemon globosus,"Globe Penstemon, Globe Beardtongue",Perennial,"Herb, Subshrub",,
1821,Penstemon gracilis,"Lilac Penstemon, Lilac Beardtongue, Slender Penstemon, Slender Beardtongue",Perennial,Herb,Part-shade,Moist
1822,Penstemon laevigatus,"Eastern Smooth Penstemon, Eastern Smooth Beardtongue, Smooth Penstemon, Smooth Beardtongue, Eastern Penstemon, Eastern Beardtongue, Hairy Penstemon, Hairy Beardtongue",Perennial,Herb,Sun,Moist
